substans	conceptid
phosphoroxychlorid	65586005
phosphorpentachlorid	43613009
phosphorpentasulfid	69324000
phosphorradioisotop	77923008
phosphorsesquisulfid	255673007
phosphorsyre	58345003
phosphorsyremonoesterhydrolase	130132002
phosphorsyreopløsning	123581000
phosphorsyrling	29917007
phosphortrichlorid	9797000
Phosphorylase	14815000
Phosphorylasekinase	68620006
Phosphorylasephosphatase	22864005
Phosphoserin	102750006
Phosphoserinaminotransferase	34940003
Phosphoserinphosphatase	74835002
phosphotransferaseinhibitor	426432005
Photinus-luciferin 4-monooxygenase (ATP-hydrolyserende)	29698000
photosensitiviserende middel	373212004
Phthalazinonderivat	373210007
phthalofyn	96140001
phthalylsulfacetamid	53577004
Phthalylsulfathiazol	16359004
Phylloquinonmonooxygenase (2,3-epoksiderende)	30932002
Physarum polycephalum-ribonuklease	33193006
physostigmin	373347005
physostigminsalicylat	69050006
Physostigminsulfat	22790003
phytokemikalie	301054007
Phytomenadion	66656000
phytotoxin	63037001
picrotoxin	57979006
Pigment	65863008
Pigmenteringsmiddel	373519007
Pilocarpin	372895002
pilocarpinhydrochlorid	387035001
pilocarpinnitrat	395827004
pimecrolimus	385580005
piminodin	78134008
Pimozid	386848009
Pindolol	387102009
pinen	72636000
pinenehydrochlorid	58793007
Pinguinain	84059002
pioglitazon	395828009
pioglitazonhydrochlorid	116097005
pipamazin	89775008
Pipazetat	67216002
pipecolsyre	8153000
Pipecuronium	373725008
Pipecuroniumbromid	108456008
Pipemidinsyre	96079005
Pipenzolat	387425004
Piperacetazin	70001008
Piperacillin	372836004
Piperacillinnatrium	11644000
Piperazin	373220002
piperazincarbondisulfidkompleks	96116009
piperazincitrat	26109001
Piperazinderivat	111038004
piperazinderivat-calciumkanalblokker	418559008
piperazinedetatcalcium	96113001
piperazinestronsulfat	395829001
piperazinphosphat	96114007
piperazintartrat	96115008
Piperidolat	46201000
Piperocain	13030002
piperoxan	21235009
Pipethanat	83704002
Pipobroman	24823004
Pipotiazin	395995004
Pipotiazinpalmitat	395832003
Pipradrol	59314005
Piracetam	395833008
Pirbuterol	372516006
Pirbuterolacetat	108612004
Pirenzepin	398669004
piretanid	419451002
pirlimycinhydrochlorid	96101006
Pirmenol	117182000
Piroxicam	387153005
piroxicambetacyclodextrin	421574004
Pivampicillin	387545005
Pivmecillinam	387542008
pivmecillinamhydrochlorid	323782007
Pizotifen	395834002
pizotifenmaleat	322845001
placentært hormon	42056007
Plantealkaloid	45695000
planteasparagin	34744002
Plantefiber	37202001
Plantemateriale	256248008
Planteprodukt	62873003
Plantestruktur	228656006
Plasma	50863008
Plasmaekspander	372578001
Plasmalogensyntase	21275001
Plasmanylethanolamindesaturase	13799005
Plasmasubstitutter	372600000
Plasmininhibitor	75064004
plasmininhibitormiddel	418901005
Plasminogen	62252006
Plasminogenaktivator	33619005
plasminogenaktivatorinhibitor	103240002
plasminogenaktivatorinhibitor-1	57199004
plasminogenaktivatorinhibitor-2	56374001
plasminogenaktivatormiddel	417923006
Plasmodium falciparum-antistof	120853001
plastikresinsystem	255790009
plastoquinol-plastocyanin-reductase	686001
Platin	84847000
Platin OG/ELLER platinforbindelse	105863000
plettyfusvaccine	398777006
Pleuravæske	2778004
pleuromutilin	426045001
Plicamycin	387101002
pneumokok-polysakkarid-vaccine	417011002
pneumokokvaccine	398730001
podophyllotoxin	76575003
podophyllotoxinderivat	406752003
podophyllumresin	387398009
Poldin	386985000
policosanol	412484001
polihexanid	421952002
poliovirusvaccine	415129008
Pollen	256259004
poloxamer '188'	395948003
poly (glycerolphosphat) alpha-glucosyltransferase	23169006
Poly (ribitolphosphat) beta-glucosyltransferase	88486000
Poly(A)-specifik ribonuklease	25793005
Poly(ribitol-fosfat) N-acetylglukosaminyltransferase	9630009
polyaminmethylenresin	49893004
Polycarbophil	37433002
polyestradiolphosphat	126084009
polyethylenglycol	8030004
polyethylenglycolalkylether	44406005
Polygalacturonase	82963006
polygalacturonat 4-alpha-galacturonosyltransferase	16989001
Polygelin	395836000
polymorfkernet neutrofilelastase	259314008
Polymyxin B	372824005
Polymyxin B-sulfat	61360007
Polymyxiner	373224006
polymælkesyre	415132006
Polynoxylin	395837009
Polynucleotid 3'-phosphatase	24839006
Polynucleotid 5'-phosphatase	33443003
Polynucleotid-5'-hydroxylkinase	69780008
Polynucleotidadenylyltransferase	59924006
polyoxethylensorbitanoleat	255899003
polyoxyethelen 4 sorbitanmonostearat	59987002
polyoxyethylensorbitanmonopalmitat	256211004
Polypeptid	70354003
Polypeptid N-acetylgalactosaminyltransferase	28957001
polypeptidhormon	37276002
Polyphosphatglucosephosphotransferase	49115005
Polyphosphatkinase	84770000
polypropylenglycol	9471005
Polyribonucleotidnucleotidyltransferase	21712005
polysaccharid	71544008
polysaccharid-jern-kompleks	387206004
Polysaccharidmethyltransferase	80044001
polysaccharidvaccine mod tyfus	412606007
Polythiazid	387492006
polyvalent modgift mod Crotalidae	425117000
Poperazinderivatantihistamin	373280000
poractant alfa	386999001
porcin faktor VIII	418614009
porcin insulin	67296003
porcin isophaninsulin	412209005
porcint antihæmofilifaktormiddel	412089003
porcint calcitonin	415137000
porcint heparin	412201008
porfimer	372545008
porfimernatrium	386921007
Porphobilinogen	55789002
Porphobilinogen syntase	15612008
Porphobilinogendeaminase	30690009
Porphyrin	15730005
Porphyriner og derivater	304084003
portvin	226047006
posaconazol	421747003
potent flygtigt anæstetikum	405673003
povidon	396449009
povidoniod	386989006
Practolol	387436006
Pralidoxim	387527005
Pralidoximchlorid	17356001
pralidoximmesylat	395841008
pramipexol	386852009
pramipexoldihydrochlorid	412282004
pramlintid	416425000
pramlintidacetat	427360000
pramoxin	387175007
pramoxinhydrochlorid	387284004
Pravastatin	373566006
Pravastatinnatrium	96306007
Prazepam	387417001
Praziquantel	387310003
Prazosin	387433003
Prazosinhydrochlorid	387283005
Prednicarbat	126086006
Prednisolon	116601002
Prednisolonacetat	96334000
Prednisolonnatriumphosphat	96335004
Prednison	116602009
pregabalin	415160008
Pregnandiol	28268006
pregnaner	126090008
Pregnantriol	71159008
pregnenolon	47350002
pregnenolonsulfat	259351002
Prenyl-pyrofosfatase	12203005
Prenylamin	387288001
Prephenatdehydratase	42130002
Prephenatdehydrogenase	16270009
Prephenatdehydrogenase (NADP^+^)	71242006
prepro-opiomelanocortin	26469007
preprodynorphin	15505005
preproenkephalin	31780003
Prilocain	387107003
Prilocainhydrochlorid	387299004
primaquinphosphat	426320005
Primidon	387256009
primin	256190008
priodatsalt	42730005
pro-brain-natriuretisk peptid	407060002
Pro-opiomelanocortin	80688007
Probenecid	387365004
probiotisk middel	412233004
Probucol	387178009
Procain	387238009
Procainamid	372589008
Procainamidhydrochlorid	25254000
Procainhydrochlorid	73444000
procalcitonin	418752001
Procarbazin	387474003
Procarbazinhydrochlorid	10174003
Prochlorperazin	372853006
Prochlorperazinedisylat	3823007
Prochlorperazinmaleat	22827004
prochlorperazinmesylat	395843006
procollagen-prolin,2-oxoglutarat-4-dioxygenase	79415006
Procyclidin	387247001
Procyclidinhydrochlorid	387199007
prodigiosin	76645001
prodipidin	80238005
Proenzym	102794000
Profenamin	52850008
Proflavin	395844000
Progestationelt hormon	116614001
Progesteron	16683002
Progesteronderivat	116615000
Progesteronmonooxygenase	90077000
Progesteronreceptor	61078009
proglucagon	45946003
Proguanil	387094004
Proguanilhydrochlorid	395845004
prohormon	19163001
Proinsulin	79212006
Prokinetisk middel	373461004
prokoagulans	116190005
prokollagen	60884001
Prokollagen N-proteinase	38710001
prokollagen type I, c-peptid	115336000
Prokollagen-lysin,2-oxoglutarat-5-dioxygenase	8340009
Prokollagengalactosyltransferase	48650008
Prokollagenglucosyltransferase	33545008
Prokollagenprolin,2-oxoglutarat-3-dioxygenase	54158002
prolactin	70454002
prolactinfrigørende faktor	18970009
prolactinhæmmende faktor	70392002
Prolin	52541003
Prolin-tRNA-ligase	75298002
Prolincarboxypeptidase	80819005
Prolindehydrogenase	30734007
Prolindipeptidase	65682001
Proliniminopeptidase	51874009
Prolinracemase	80453000
Prolintan	387576004
Prolyldipeptidase	49633003
Prolylendopeptidase	21733001
Promazin	372741002
Promazinhydrochlorid	79135001
Promethazin	372871004
Promethazinhydrochlorid	14905007
promethazintheoclat	395846003
promethestrol	126183001
promoxolan	87847006
Propafenon	372910007
Propafenonhydrochlorid	108501006
Propamidin	395996003
propamidinisethionat	395847007
propan-2-ol	259268001
Propandioldehydratase	49686000
Propandiolphosphatdehydrogenase	112003003
Propanol	259270005
Propanthelin	372721007
Propanthelinbromid	22654004
proparacainhydrochlorid	30424002
prophyllin	387060001
Propiomazin	373493007
Propiomazinhydrochlorid	65868004
Propionat	102712000
Propionat-CoA-ligase	5474008
Propionat-CoA-transferase	58466005
Propionsyre og derivater	302206007
propionsyrederivat antiinflammatorisk middel	419061002
Propionyl-CoA-carboxylase	47888005
propiverin	395997007
propiverinhydrochlorid	395848002
propofol	387423006
propolis	255970007
Propoxycain	387454005
Propoxycainhydrochlorid	78936006
propoxyphenhydrochlorid	56297001
propoxyphennapsylat	6837005
Propranolol	372772003
Propranololhydrochlorid	65088001
propyl-4-hydroxybenzoat	255871007
propyl-4-hydroxybenzoatnatriumsalt	228094005
Propylaminderivatantihistamin	373268008
Propylaminoderivat af phenothiazin	373292000
propylenglycol	13668001
propylenglycoldiacetat	126070004
propylenglycoldinitrat	17916009
propylenglycolmonomethylether	5392001
propylgallat	255900008
Propylhexedrin	51321007
Propyliodon	111158001
Propylpiperazinderivat af phenothiazin	372746007
Propylthiouracil	387203007
Prorenin	116649008
Prostacyclin PGI>2<-præparat	373305006
Prostacyklinsyntase	2311002
Prostaglandin	26351002
prostaglandin A	418810003
prostaglandin A1	46134009
prostaglandin af E-serien	418517007
prostaglandin af I-serien	373232003
prostaglandin B	419079003
prostaglandin B1	418233006
prostaglandin B2	418806001
Prostaglandin D 15-dehydrogenase (NADP^+^)	20574009
prostaglandin D-serie	420009009
prostaglandin E3	10202007
prostaglandin F	373693004
prostaglandin F>1< alpha	116917006
prostaglandin G	419389006
prostaglandin G2	46058006
prostaglandin H	419688006
prostaglandin H>2<	25911004
prostaglandin PGA>2<	32901007
prostaglandin PGD>2<	16613008
Prostaglandin PGE>1<	48988008
prostaglandin PGE>3< alpha	69136004
prostaglandin PGF>1<	24237002
prostaglandin PGF>2<	10192006
prostaglandin PGF>2< alpha tromethamin	58173009
Prostaglandin-A>1<-delta-isomerase	40082008
prostaglandinanalog	417971006
Prostaglandinsyntase	3710008
prostalen	96355003
Protamin	372630008
Protaminkinase	52129001
Protaminsulfat	64520006
protaminzinkinsulin	53235000
proteaseinhibitorprotein	116189001
proteasominhibitor	409218001
Protein	88878007
Protein C	25525005
protein C (aktiveret)	130626008
protein i plasma	395835001
protein og proteinderivater i kost	226356005
Protein S	56898001
protein S-komplementkomponent	54180004
Protein-D-aspartatmethyltransferase	72156003
Protein-glutamatmethyltransferase	85012003
Protein-lysin-6-oxidase	10397005
protein-methionin-S-oxidreductase	5061009
Protein-N-acetylglucosaminyltransferase	60061009
Protein-N-pi-phosphohistidinsukker- phosphotransferase	17597009
Proteinantigen	115256001
Proteinarginindeiminase	39110002
Proteinase 3	130633008
proteinase B fra gæsvamp	2101000
proteinaseinhibitor	425824001
Proteindisulfidisomerase	74959008
Proteindisulfidreductase (glutathion)	77001006
Proteindisulfidreductase (NAD(P)H)	58630004
Proteinglucosylgalactosylhydroxylysinglucosidase	53172002
Proteinglutamin-gamma-glutamyltransferase	36231008
Proteinglutaminglutaminase	35148000
proteinhormon	130998004
Proteinkinase	25644008
proteinkinaseinhibitor	426265004
proteinsekretionstrypsininhibitor	13787003
proteintilskud	373687007
Proteintyrosin-phosphatase	37915003
Proteintyrosinkinase	43305003
proteintyrosinkinaseinhibitor	372917005
Proteinxylosyltransferase	62135004
proteolytisk enzym-agens	373503000
Prothipendyl	27766008
protirelin	412495007
Protoaphin-aglucondehydratase (cyklerende)	3844007
Protocatechuat-3,4-dioxygenase	80191006
Protocatechuat-4,5-dioxygenase	74027004
Protocatechuatdecarboxylase	21410001
Protochlorophyllidreductase	41548001
protokollagen	60803009
Protokylol	6260007
proton	89177007
protonpumpeinhibitor	372525000
Protoporphyrin	51866008
Protoporphyrin IX	80918003
Protoporphyrinogenoxidase	81655005
protoveratrin A	83407008
Protriptylin	372760009
Protriptylinhydrochlorid	46950002
Protrombin	7348004
Protrombinantistof	20752000
Proxymetacain	373465008
Præformet kronemateriale	256503005
prækallikrein	7179006
præparat eller medikament	410942007
præparat indeholdende rabarber	11420005
præparat indeholdende streptodornase	123685004
præparat til oftalmisk anvendelse mod kongestion	96330009
Pseudoephedrin	372900003
Pseudoephedrinhydrochlorid	12177002
Pseudoephedrinsulfat	10595003
Pseudomonas aeruginosa-antistof	259842003
Pseudomonas-serinproteinase	31202008
Pseudomonascytokromoxidase	17497007
Pseudouridinkinase	69187001
Pseudouridylatsyntase	35467008
psilocin	45483006
psilocybin	53513007
psoralen	419047007
Psychosinsulfotransferase	36747006
psykoaktivt stof	418149003
psykofarmakon	418183005
psykostimulerende stof	387459000
psykoterapeutisk middel	419937006
psyllium	52370008
psyllium og derivater	412049009
psylliumfrø	54141007
pteridin	36326009
Pteridinoxidase	1272002
Pterindeaminase	17053000
pteroyltriglutaminsyre	415214002
PTSM Cu^62^	423809007
puddermiddel	418588009
pulmonalveneblod	371954004
pulverformigt mavepræparat	23609008
pumactant	395849005
Purinanalog	372543001
Purinantagonist	372613006
purinderivat-diuretikum	419151007
Puriner og derivater	226357001
Purinnucleosid	304080007
Purinnucleosidase	31369000
Purinnucleosidphosphorylase	79396005
Purinnucleotid	304081006
Pus	11311000
Putrescinacetyltransferase	32040004
Putrescincarbamoyltransferase	61308003
Putrescinmethyltransferase	12950005
Putrescinoxidase	60449005
pyrabital	362954000
Pyranoseoxidase	49193002
Pyrantel	387193008
pyrantelpamoat	25013003
pyranteltartrat	96117000
pyrathiazin	35864006
Pyrazinamid	387076005
Pyrazolderivat	363521001
Pyrazolylalaninsyntase	14439001
Pyrethroidt insecticid	311846002
pyrethrum	256038001
Pyridinolin	115464009
Pyridostigmin	373344003
Pyridostigminbromid	34915005
Pyridoxaldehydrogenase	18622001
Pyridoxalkinase	20651002
Pyridoxaloxidase	64385004
pyridoxalphosphat	259663004
Pyridoxamin-phosphatoxidase	5395004
Pyridoxamin-pyruvataminotransferase	2151005
Pyridoxaminoxaloacetataminotransferase	84704008
Pyridoxaminphosphataminotransferase	78759007
Pyridoxin	259662009
Pyridoxin 4-oxidase	16520007
pyridoxin-4-dehydrogenase	963005
Pyridoxin-5-dehydrogenase	88662008
Pyridoxinhydrochlorid	126227009
pyridoxinrelaterede stoffer	103070002
pyrilamin	387087002
pyrilaminmaleat	36516003
Pyrimethamin	373769001
Pyrimidin	7321000
Pyrimidin-5'-nucleotidnucleosidase	51769007
Pyrimidinanalog	372544007
Pyrimidiner og derivater	301451006
Pyrimidinnucleosidphosphorylase	52525004
Pyrithiamindeaminase	38947005
pyrocatechol	42761001
Pyrodruesyre og derivater	304104002
Pyrofosfat-fruktose-6-fosfat-1-fosfotransferase	13786007
pyrogallol	76501008
Pyrogallol-1,2-oxygenase	13185000
pyrophosphat	312278002
Pyrophosphat-serinphosphotransferase	19173004
Pyrophosphatglycerolphosphotransferase	67200004
pyrophosphatnatrium	412512009
Pyrophosphatproteinphosphotransferase	62046003
pyrophosphatsalt	68334004
pyrophosphorsyre	35027004
Pyrophosphotransferase	130118004
Pyrovaleron	96248002
pyrovat, vanddikinase	41268008
Pyrrobutamin	20229003
Pyrrol	115667008
Pyrrolin-2-carboxylatreductase	68174001
Pyrrolin-5-carboxylatreductase	58369004
Pyruvat, orthophosphatdikinase	37863004
Pyruvatdecarboxylase	44556002
Pyruvatdehydrogenase (cytokrom)	66043008
Pyruvatkarboxylase	7049002
Pyruvatkinase	71975005
Pyruvatoxidase	57916008
Pyruvatsynthase	67449008
pyrviniumchlorid	49724009
pyrviniumpamoat	44330008
quaternium 15	255902000
Quazepam	108391004
quercetin	52130006
Quercetin 2,3-dioxygenase	26930009
Quercitrinase	40078006
Quetiapin	386850001
quetiapinfumarat	108383008
Quinacrin	387445007
quinagolid	395850005
Quinapril	386874003
Quinaprilhydrochlorid	386875002
Quinatdehydrogenase	62167001
Quinazolindiureticum	372886005
quinestradol	420164003
quinestrol	412287005
Quinethazon	41261002
Quinidin	372697008
quinidinbisulfat	395851009
quinidingluconat	77632008
quinidinpolygalacturonat	5907009
quinidinsulfat	82230005
Quinin	373497008
quininbisulfat	395852002
quinindihydrochlorid	395854001
quininhydrochlorid	66508001
quininsulfat	47857006
Quinisocain	26379008
quinolin	67620008
quinolinblanding	255841004
quinolingult	255971006
Quinolon, antibiotikagruppe	372722000
Quinon	70990002
Quinon og derivater	301804000
quinupristin	387015002
rabeprazol	422225001
rabeprazolnatrium	387013009
rabiesvaccine	396437008
racephedrin	60455000
racepinephrin	415227003
radioaktiv isotop	89457008
radiofarmaceutisk middel	417881006
radioisotopmiddel til diagnose OG/ELLER behandling	105947009
raffineret kulhydrat	226375000
raffinose	116265001
raloxifen	109029006
raloxifenhydrochlorid	395856004
raltitrexed	395857008
ramelteon	419878007
Ramipril	386872004
ranibizumab	422456007
Ranitidin	372755005
ranitidinbismuthcitrat	386886000
Ranitidinhydrochlorid	24202000
ranolazin	420365007
rapacuroniumbromid	116106006
rasagilin	418734001
rasburicase	395858003
Rauwolfiaalkaloid	372887001
Razoxan	387518009
reboxetin	395859006
Receptor	116647005
Recessivt gen	70444001
rectumindhold	74722002
Reductase	129925008
Regulatorgen	63969008
regulatorisk protein i plasma	106194009
regulær insulin	412222002
rejnfanekstrakt	256217000
rekombinant antihæmofilifaktorpræparat	125692007
rekombinant human granulocyt kolonistimulerende faktor	415246002
rekombinant human granulocyt-makrofag kolonistimulerende faktor	415247006
rekombinant human hyaluronidase	420993004
rekombinant human insulin NPH-analog	412212008
rekombinant human insulinanalog	126206004
rekombinant humant aktiveret protein C	385565004
rekombinant humant choriongonadotropin	426919007
rekombinant humant follikelstimulerende hormon alfa	395862009
rekombinant humant follikelstimulerende hormon beta	395863004
rekombinant humant luteiniserende hormon	415248001
rekombinant interleukin 2-del	417900008
rekombinant koagulationsfaktor IX	395860001
rekombinant koagulationsfaktor VIIa-præparat	116066006
rekombinant levo iduronidase	409265007
rekombinant regulær human insulin	412223007
rekombinant uratoxidase	415249009
rekombinant vaccine mod hepatitis B-virus	412402004
rektificeret birketjæreolie	3906002
rektificeret fyrretjæreolie	13708006
Relakserende middel med virkning på gastrointestinal glat muskulatur	373775005
Relakserende middel med virkning på glat muskulatur i  det urogenitale system	373271000
Relakserende middel til glat muskulatur	372894003
relaxin	35466004
remifentanil	386839004
remifentanilhydrochlorid	108376001
remoxiprid	419361008
renalt hormon	33535006
Renalt middel	373214003
Rengøringsmateriale	311902006
Renilla-luciferin-sulfotransferase	19737002
Renillaluciferin-2-monooxygenase	44179006
Renin	112052004
renininhibitor	426228001
renset proteinderivat - RT23	256228001
renset proteinderivat - Weybridge	256230004
renset tuberkulin	108731003
rensevæske	228991000
reovirusvaccine	398776002
repaglinid	386964000
reproduktionsorganantistof	399819002
Reproterol	396465005
Rescinnamin	2927004
Reserpin	387447004
resistin	415292004
resorcinol	78032005
resorcinolmonobenzoat	256103001
respirationsmuskelrelakserende middel	372885009
respiratorisk corticosteroid	419597003
respiratorisk stimulans	418760000
respiratorisk sympatomimetikon	409474006
resveratrol	96383001
retapamulin	427137002
reteplase	386957002
reticulin	80494008
Retikulinantistof	121136004
retinaldehyd	103067001
Retinaldehydisomerase	51466004
Retinaldehydrogenase	86878003
Retinoid	372579009
retinol-fedtsyre-acyltransferase	9103003
retinolacetat	421621000
Retinolbindende protein	259639007
Retinoldehydrogenase	64806009
Retinyl palmitat-esterase	24307008
Retroviral proteasehæmmer	372528003
revers transcriptase-inhibitor	372531002
Reversibel anticholinesterase	373348000
reviparin	395998002
reviparinnatrium	395864005
rhamnose	259655000
Rhamnulokinase	20524007
Rhamnulose-1-phosphat-aldolase	24517002
Ribavirin	387188005
ribitol	116271007
Ribitol-5-phosphatdehydrogenase	16202002
Ribitoldehydrogenase	61467006
Riboflavin	13235001
Riboflavinase	86054009
riboflavindinucleotid	30094001
Riboflavinkinase	39385007
riboflavinmononucleotid	53499005
Riboflavinsynthase	83446005
Ribokinase	63447006
ribonuclease alpha	64426002
Ribonuclease F	54456008
Ribonuclease III	73880005
Ribonuclease IV	18350005
Ribonuclease P	31559007
Ribonuclease P4	60141000
Ribonuclease T>2<	46682002
Ribonuclease U>2<	87873001
Ribonuclease V	61664007
Ribonucleosid	61694001
ribonucleosid-diphosphatreductase	38647007
Ribonucleosid-triphosphatreductase	41540008
Ribonucleotid	70403002
Ribonuklease T>1<	1827001
ribonukleinsyre	27888000
ribose	16850006
ribose-5-phosphat-ammoniak-ligase	10097003
Ribose-5-phosphatadenylyltransferase	112038001
Ribose-5-phosphatisomerase	412004
Ribosedehydrogenase (NADP^+^)	87929001
Ribosefosfatpyrofosfokinase	13304005
Riboseisomerase	6256009
Ribosomalt ribonucleoprotein-antistof	259927002
Ribosylhomocysteinase	38148001
ribosylnicotinamidkinase	10336004
Ribosylpyrimidinnucleosidase	23003008
Ribulokinase	8991001
ribulose	35344005
Ribulose-phosphat 3-epimerase	21319004
Ribulosebisphosphatcarboxylase	76560006
Ricininnitrilase	55386006
Rifabutin	386893001
Rifampicin	387159009
rifamyciner	406756000
rifapentin	108686006
rifaximin	412553001
riluzol	386980005
Rimantadin	372532009
Rimantadinhydrochlorid	108713004
rimexolon	387046003
Rimiterol	396466006
rimonabant	422794008
Ringer-laktat, opløsning	46097003
Ringers opløsning	373756000
risedronat	387582001
risedronatnatrium	387064005
Risperidon	386840002
Ristocetin	31827005
Ritodrin	372893009
Ritodrinhydrochlorid	86257005
Ritonavir	386896009
rituximab	386919002
rivastigmin	395868008
rivastigmintartrat	126131008
rizatriptan	363573000
rizatriptanbenzoat	108412008
RNA uridylyltransferase	83026005
RNA-styret DNA-polymerase	8313009
RNA-styret RNA-polymerase	43751004
robenidinhydrochlorid	96168002
Rocky Mountain spotted fever-vaccine	398815003
rocuronium	372494005
rocuroniumbromid	108450002
Rodenticid	14120002
rofecoxib	387008005
Rolitetracyclin	96076003
rom	226054000
root beer	412067002
ropinirol	372499000
ropinirolhydrochlorid	108474004
Ropivacain	386969005
ropivacainhydrochlorid	334196006
roridin	67008004
rosévin	226053006
rosévin lavet på blå druer	90136002
rosiglitazon	395869000
rosiglitazonmaleat	116096001
Rosoxacin	387556005
rosuvastatincalcium	406435003
rotavirusvaccine	398866008
rotenon	55792003
rotigotin	421924006
Roxithromycin	96037004
rubellavaccine	396438003
Rubidium	51304003
Rubidium OG/ELLER rubidiumforbindelse	105869001
rubratoxin	61925007
Rubredoxin-NAD^+^-reductase	66560005
Rubredoxin-NAD(P)^+^-reductase	84429003
Rubus idaeus-bladekstrakt	425351007
rugergotalkaloid	42671007
Rutin	68077006
rygecocain	229003004
rød vaseline	7328006
rødt phosphor	26327007
rødvin	58732000
Røg	64197008
røllikeekstrakt	256218005
røntgenkontrastmedier	419098001
røntgenkontraststof til hysteroskopi	109192009
røntgentæt polyvinylchlorid	109214002
S-Alkylcysteinlyase	35296006
S-Formylglutathionhydrolase	37681004
S-Succinylglutathionhydrolase	39254000
Saccharopindehydrogenase (NAD^+^,L-glutamat-dannende)	16165009
Saccharopindehydrogenase (NADP^+^,L-glutamat-dannende)	1764003
Saccharopindehydrogenase (NADP^+^,L-lysin-dannende)	16712008
saflorolie	54041009
Salazosulfapyridin	387248006
Salbutamol	372897005
Salbutamolsulfat	48474002
salicinekstrakt	412327005
salicylaldehyd	256024008
Salicylamid	22192002
salicylanilid	60905001
Salicylat	255637000
salicylat til topikal anvendelse	419203007
Salicylat-1-monooxygenase	60351005
Salicylsyre	387253001
Salicylsyre ogderivater	301812008
salinomycin	373561001
salinomycinnatrium	96170006
Salmeterol	372515005
Salmeterolxinafoat	108606009
Salmonella enterica subsp. arizona Paratyphi A-antistof	120861006
Salmonella Paratyphi B-antistof	120860007
Salmonella Paratyphi-antistof	304064002
Salmonella Typhi-antistof	259843008
Salsalat	387072007
salt eller ester af naturligt forekommende glukocorticoid	116592008
salt eller ester af naturligt forekommende mineralcorticoid	116606007
saltvand med laktat og kalium	72784004
Saluretisk middel	372660003
salve	417519007
samarium (^153^Sm) lexidronam	125699003
sammensat kulhydrat	226374001
sandeltræolie	54107004
Santonin	8767001
Saquinavir	372530001
saquinavirmesylat	108701009
sarafloxacin	96082000
Sarcosin	88546006
Sarcosindehydrogenase	26258006
Sarcosinoxidase	86613002
Sargramostim	108967001
satratoksiner	41492002
Scabicid	39552000
scillaekstrakt	6333002
scillaopiat	395888007
scillavæskeekstrakt	421681003
scopolamin	387409009
scopolaminhydrobromid	387477005
Scopoletinglucosyltransferase	67846005
Scopulariopsisproteinase	4728000
scyllo-inosaminkinase	49251006
Secobarbital	372737001
Secobarbitalnatrium	66639008
Sedativum	372614000
Sederende antihistamin	372625009
Sedoheptulokinase	80373009
sedoheptulose	61045002
Sedoheptulosebisphosphatase	43290001
Sekretin	19205004
sekretorisk immunglobulin IgA	29661001
Sekundært alkoholoxidase	28649002
Selegilin	372497003
Selegilinhydrochlorid	108467009
selektiv adhæsionsmolekyle-inhibitor	415514001
selektiv faktor Xa-inhibitor	385577009
Selektiv serotonin- re-uptake-hæmmer	373225007
selektiv østrogenreceptormodulator	415515000
Selektive beta 1-adrenoreceptorstimulatorer	395968009
selektive beta2-adrenoreceptorstimulerende midler	373215002
Selen	22038003
Selen OG/ELLER selenforbindelse	105826009
selen til topikal anvendelse	419508004
selenforbindelse	70726008
selenhexafluorid	58279004
selenisotop	2264001
selenradioisotop	23459009
selensalt	89702005
selensulfid	58292001
selentilskud	373565005
semduramicinnatrium	96161008
Semen	6993007
semenplasma	116163001
semisyntetisk alkaloid	57986003
semisyntetisk human insulin	66481007
sennepsolie	26437003
sennes	387162007
sennosid	412302003
Sepiaproteinase	65115008
Sepiapterindeaminase	51202002
sepiapterinreductase	7427000
Sequoyitoldehydrogenase	56523008
Serin	14125007
Serin-fosfoethanolaminsyntase	13373000
Serin-tRNA-ligase	12614000
Serinacetyltransferase	54769008
Serincarboxypeptidase	77314003
Serindehydrogenase	60418000
Serinethanolaminphosphatphosphodiesterase	46685000
Seringlyoxylataminotransferase	32068000
Serinpalmitoyltransferase	91543009
Serinprotease	116187004
serinproteaseinhibitor	414500009
Serinpyruvataminotransferase	34914009
Serinsulfatammoniaklyase	60722009
Sermorelin	395870004
sermorelinacetat	412303008
Serotonin	33635003
Serotonin-5-HT>1<- receptoragonist	108405004
Serratia marcescans-nuklease	12147008
sertaconazol	409280001
sertaconazolnitrat	426726001
sertindol	418732002
Sertralin	372594008
Sertralinhydrochlorid	96211006
Serum	67922002
serøst blod	225777004
sesamolie	89707004
sesquiterpen-lakton-blanding	256086008
sevelamer	395871000
sevelamerhydrochlorid	412304002
Sevofluran	386842005
Sfinganin-1-fosfataldolase	13780001
sherry	226057007
Shikimatdehydrogenase	25234001
Shikimatkinase	78602003
Sialat-O-acetylesterase	3150000
sialyloligosaccharid	259411001
Sialyltransferase	130397000
sibutramin	386838007
sibutraminhydrochloridmonohydrat	395872007
signalpeptidase I	130646003
sildenafil	372572000
sildenafilcitrat	108482004
Silicatsalt	55972001
Silicium	51420009
Silicium og dets derivater	290016003
Siliciumdioxid	83581005
Siliciumforbindelse	91410008
Silikone	13652007
silikoneolie	108892002
simethicon	387442005
Simpel fysiologisk organisk forbindelse	72675009
Simpel organisk forbindelse	106092006
Simvastatin	387584000
Sinapat-1-glucosyltransferase	112032000
