drugid	drugname	substans	conceptid
28103640304	Clozapin "Hexal"	CLOZAPIN	387568001
28101562393	Nutrineal PD4	Phenylalanin	63004003
28101291887	Retrovir	ZIDOVUDIN	387151007
28103372002	Orfadin	NITISINON	385996000
28103864905	Suboxone	BUPRENORPHINHYDROCHLORID	21066009
28104270407	SmofKabiven	ALANIN	58753009
28103371902	Orfadin	NITISINON	385996000
28101562393	Nutrineal PD4	ALANIN	58753009
28103310301	Novorapid FlexPen	Insulin aspart	325072002
28101562393	Nutrineal PD4	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28104604009	Alatopran	LATANOPROST	386926002
28104418108	Zoviduo	HYDROCORTISON	396458002
28104270407	SmofKabiven	Tryptophan	54821000
28104520909	Latanoprost "Actavis"	LATANOPROST	386926002
28104270407	SmofKabiven	PROLIN	52541003
28101876197	Extraneal	ICODEXTRIN	412135003
28103947306	Ratacand Plus	CANDESARTANCILEXETIL	386878000
28104933611	Minurin	DESMOPRESSIN	126189002
28101562393	Nutrineal PD4	NATRIUMCHLORID	387390002
28101562393	Nutrineal PD4	Arginin	52625008
28104242707	Latanoprost "Teva"	LATANOPROST	386926002
28104691610	Flixotide	FLUTICASONPROPIONAT	396064000
28104509409	Prevenar 13	ALUMINIUMPHOSPHAT	14461006
28104837711	Zok-Zid	METOPROLOLSUCCINAT	412432007
28101562393	Nutrineal PD4	Isoleucin	14971004
28104270407	SmofKabiven	Valin	72840006
28101562393	Nutrineal PD4	PROLIN	52541003
28101250185	Tilcotil	TENOXICAM	395898001
28103427402	Ramipril "Copyfarm"	RAMIPRIL	386872004
28101562393	Nutrineal PD4	Tryptophan	54821000
28101562393	Nutrineal PD4	Leucin	83797003
28104962611	Depo-Medrol	METHYLPREDNISOLONACETAT	80959009
28101562393	Nutrineal PD4	Threonin	52736009
28104699410	Olanzapin "Sandoz"	OLANZAPIN	386849001
28104270407	SmofKabiven	Taurin	10944007
28104686310	Avodart	DUTASTERID	385572003
28104853711	Risperdal Consta	RISPERIDON	386840002
28101346388	Benaliv	Levocabastinhydrochlorid	108864007
28104270407	SmofKabiven	METHIONIN	70288006
28104699210	Olanzapin "Sandoz"	OLANZAPIN	386849001
28103001398	Thyrogen	Thyrotropin alfa	412520006
28103905906	Mydriasert	Tropicamid	387526001
28101346488	Benaliv	Levocabastinhydrochlorid	108864007
28101562393	Nutrineal PD4	HISTIDIN	60260004
28104604009	Alatopran	TIMOLOLMALEAT	75359005
28103997306	Bisoprolol "Vitabalans"	BISOPROLOLFUMARAT	386869006
28104699110	Olanzapin "Sandoz"	OLANZAPIN	386849001
28104270407	SmofKabiven	Tyrosin	27378009
28104441008	Latanoprost "Sandoz"	LATANOPROST	386926002
28103997206	Bisoprolol "Vitabalans"	BISOPROLOLFUMARAT	386869006
28103947306	Ratacand Plus	HYDROCHLORTHIAZID	387525002
28104387508	Cefuroxim "Actavis"	CEFUROXIMAXETIL	89678001
28101562393	Nutrineal PD4	Valin	72840006
28104387408	Cefuroxim "Actavis"	CEFUROXIMAXETIL	89678001
28104923111	TOBI	TOBRAMYCIN	373548001
28104825911	Vesicare	Solifenacinsuccinat	426324001
28103716804	Gabapentin "Orifarm"	GABAPENTIN	386845007
28100312259	Klyx	Docusatnatrium	387088007
28104951611	Clarityn	LORATADIN	386884002
28103761604	Spirocort Turbuhaler	BUDESONID	395726003
28103373402	Xagrid	ANAGRELIDHYDROCHLORID	108977004
28103335701	Seretide	SALMETEROLXINAFOAT	108606009
28104928511	Strattera	ATOMOXETINHYDROCHLORID	412577007
28103570503	Aprovel	IRBESARTAN	386877005
28104929911	Stalevo	LEVODOPA	387086006
28101952197	CoAprovel	IRBESARTAN	386877005
28103335701	Seretide	FLUTICASONPROPIONAT	396064000
28104467709	Esomeprazol "Krka"	Esomeprazolmagnesium	129489006
28101673694	Omnic	TAMSULOSINHYDROCHLORID	108560009
28104727010	Enbrel til pædiatrisk brug	ETANERCEPT	387045004
28103284201	Cozaar	LOSARTANKALIUM	108582002
28104167807	Sapimol	SALBUTAMOLSULFAT	48474002
28101355889	Zantac	RANITIDINHYDROCHLORID	24202000
28103975106	Ibuprofen "Orifarm"	IBUPROFEN	387207008
28104862811	Cosopt	TIMOLOLMALEAT	75359005
28104450808	Remifentanil "Teva"	REMIFENTANILHYDROCHLORID	108376001
28103033398	Prometax	RIVASTIGMIN	395868008
28101340488	Xatral	ALFUZOSINHYDROCHLORID	395725004
28104461508	Persantin Retard	Dipyridamol	387371005
28101582593	Tafil Retard	ALPRAZOLAM	386983007
28104450708	Remifentanil "Teva"	REMIFENTANILHYDROCHLORID	108376001
28104450608	Remifentanil "Teva"	REMIFENTANILHYDROCHLORID	108376001
28104770210	Levetiracetam "Orion"	Levetiracetam	387000003
28103033598	Prometax	RIVASTIGMIN	395868008
28104450308	Losartanka./HClthiazid "Krka"	LOSARTANKALIUM	108582002
28103334201	Abilify	Aripiprazol	406784005
28104502209	Latanoprost "Orifarm"	LATANOPROST	386926002
28104039606	Risperidon "Actavis"	RISPERIDON	386840002
28104080807	Eucreas	METFORMINHYDROCHLORID	109083009
28104877211	Desmomelt	DESMOPRESSIN	126189002
28104242607	Latanoprost "Arrow"	LATANOPROST	386926002
28103033498	Prometax	RIVASTIGMIN	395868008
28101689294	OxyContin	OXYCODONHYDROCHLORID	387024006
28103851605	Mirtazapin "Teva"	MIRTAZAPIN	386847004
28100843083	Sesal	ANTAZOLINHYDROCHLORID	7816005
28104613109	Latanostad Comp	TIMOLOLMALEAT	75359005
28104770110	Levetiracetam "Orion"	Levetiracetam	387000003
28104463608	Methadon "Alternova"	Methadonhydrochlorid	23883005
28104648810	Detrusitol Retard	TOLTERODINTARTRAT	386971005
28104561809	Enbrel	ETANERCEPT	387045004
28104862811	Cosopt	DORZOLAMIDHYDROCHLORID	126154004
28104613109	Latanostad Comp	LATANOPROST	386926002
28104364608	Atacand Zid 32mg /25 mg	HYDROCHLORTHIAZID	387525002
28103050898	Enbrel	ETANERCEPT	387045004
28101463091	Alprazolam "Pfizer"	ALPRAZOLAM	386983007
28104334408	Megace	MEGESTROLACETAT	126092000
28101005078	Furix	FUROSEMID	387475002
28100843083	Sesal	Naphazolinhydrochlorid	57583000
28104721810	Latanoprost "Pfizer"	LATANOPROST	386926002
28104549209	Zoladex	GOSERELINACETAT	108773006
28101113282	Vaminolac	ALANIN	58753009
28101932597	Gemadol Retard	TRAMADOLHYDROCHLORID	108505002
28103087899	Zyprexa Velotab	OLANZAPIN	386849001
28104769910	Levetiracetam "Orion"	Levetiracetam	387000003
28101952197	CoAprovel	HYDROCHLORTHIAZID	387525002
28104122307	Apidra Solo Star	Insulin glulisin	411530000
28103789205	Lansoprazol "KRKA"	LANSOPRAZOL	386888004
28103878105	Enbrel	ETANERCEPT	387045004
28103698704	Aricept	DONEPEZIL	386855006
28104371908	Stalevo	LEVODOPA	387086006
28100485165	Celeston	BETAMETHASONACETAT	116572001
28104929911	Stalevo	ENTACAPON	387018000
28101208785	Metronidazol "DAK"	METRONIDAZOL	372602008
28103534203	Ramipril "HEXAL"	RAMIPRIL	386872004
28104962011	Ventolin	SALBUTAMOLSULFAT	48474002
28104478509	Lostankal	LOSARTANKALIUM	108582002
28104565309	Lacidipin "Teva"	LACIDIPIN	395764001
28104956911	Esertia	ESCITALOPRAM	400447003
28103230901	Relpax	Eletriptanhydrobromid	425436002
28104856611	Cerazette	DESOGESTREL	126108008
28104618109	Losartan/HClthiazide "Teva"	HYDROCHLORTHIAZID	387525002
28103792705	Gemfibrozil "Alternova"	GEMFIBROZIL	387189002
28104764010	Eviplera	TENOFOVIRDISOPROXILFUMARAT	385556006
28103936006	NorLevo	LEVONORGESTREL	126109000
28103107299	Gambrosol Trio 40	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28104719710	Rispolept Consta	RISPERIDON	386840002
28103997906	Pulmicort Turbuhaler	BUDESONID	395726003
28104926711	Prostin E2	DINOPROSTON	387245009
28104558409	Latiotim	TIMOLOLMALEAT	75359005
28103413302	Mildin	LORATADIN	386884002
28104640410	Tegretol CR	CARBAMAZEPIN	387222003
28103789605	Metformin "Teva"	METFORMINHYDROCHLORID	109083009
28104880811	Heparin "LEO"	Heparinnatrium	50045009
28104719510	Rispolept Consta	RISPERIDON	386840002
28104860711	Zuclopenthixolacetat Orifarm	ZUCLOPENTHIXOLACETAT	395931006
28103107299	Gambrosol Trio 40	NATRIUMCHLORID	387390002
28104558409	Latiotim	LATANOPROST	386926002
28103742804	Lamotrigin "Stada"	LAMOTRIGIN	387562000
28103789505	Metformin "Teva"	METFORMINHYDROCHLORID	109083009
28104576809	Maxalt	RIZATRIPTANBENZOAT	108412008
28104719610	Rispolept Consta	RISPERIDON	386840002
28103913106	Sumatriptan "Copyfarm"	SUMATRIPTANSUCCINAT	96215002
28104197107	Symbicort Forte Turbohaler	BUDESONID	395726003
28103194500	Bisoprolol "Actavis"	BISOPROLOLFUMARAT	386869006
28101080281	Mucomyst	ACETYLCYSTEIN	387440002
28104839411	Symbicort Forte Turbuhaler	BUDESONID	395726003
28103106899	Gambrosol Trio 10	NATRIUMCHLORID	387390002
28103247201	Lantus Optiset	Insulin glargin	411529005
28104764010	Eviplera	EMTRICITABIN	404856006
28104943511	Brufen Retard	IBUPROFEN	387207008
28103822405	Escitalopram "Abacus Medicine"	ESCITALOPRAM	400447003
28103106899	Gambrosol Trio 10	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103808805	DuoTrav	TIMOLOLMALEAT	75359005
28104683110	Diovan	VALSARTAN	386876001
28104170907	Donepezil "Sandoz"	Donepezilhydrochlorid	386856007
28104046306	Trandolapril "Actavis"	TRANDOLAPRIL	386871006
28104458108	Donepezilhydrochlorid Actavis	Donepezilhydrochlorid	386856007
28103130699	Zyprexa	OLANZAPIN	386849001
28103344402	Ventavis	ILOPROST	395740002
28103713004	Lansoprazol "ratiopharm"	LANSOPRAZOL	386888004
28104899611	Nexplanon	ETONOGESTREL	396050000
28104941811	Kalinox	Dinitrogenoxid	111132001
28104458208	Donepezilhydrochlorid Actavis	Donepezilhydrochlorid	386856007
28103718704	Mirtazapin "KRKA"	MIRTAZAPIN	386847004
28104618109	Losartan/HClthiazide "Teva"	LOSARTANKALIUM	108582002
28104941811	Kalinox	Oxygen	24099007
28104286008	Med. Oxygen "Air Liquide" 100%	Oxygen	24099007
28103857705	Losartankalium "Actavis"	LOSARTANKALIUM	108582002
28103364602	Zomig Nasal	ZOLMITRIPTAN	363582006
28104267308	Med. Oxygen "Strandmøllen"	Oxygen	24099007
28103842305	Sutent	Sunitinibmalat	426455008
28104102307	Risperidon "Teva"	RISPERIDON	386840002
28104733710	Buprenorphin "Actavis"	BUPRENORPHINHYDROCHLORID	21066009
28103364702	Zomig Nasal	ZOLMITRIPTAN	363582006
28104549909	Paracetamol "Fresenius Kabi"	PARACETAMOL	387517004
28104443908	Valsavil HCT	VALSARTAN	386876001
28103842205	Sutent	Sunitinibmalat	426455008
28104434608	Movicol Chokolade	NATRIUMHYDROGENCARBONAT	387319002
28104525909	Vancomycin "Fresenius Kabi"	VANCOMYCINHYDROCHLORID	66509009
28104733610	Buprenorphin "Actavis"	BUPRENORPHINHYDROCHLORID	21066009
28104954111	Ethinylestr/Lev.gestrel A-Phar	Ethinylestradiol	126097006
28101056380	Spiron	SPIRONOLACTON	387078006
28104902711	Xamiol	BETAMETHASONDIPROPIONAT	88736007
28103250401	Rapamune	SIROLIMUS	387014003
28103842405	Sutent	Sunitinibmalat	426455008
28104786610	Elidel	Pimecrolimus	385580005
28104784310	Levetiracetam "Teva"	Levetiracetam	387000003
28104095907	Nebilet Comp	HYDROCHLORTHIAZID	387525002
28104407208	Epoprostenol "CampusPharma"	EPOPROSTENOLNATRIUM	108594006
28103026798	Rapamune	SIROLIMUS	387014003
28104176907	Artiss	Aprotinin	386961008
28103247501	Somavert	PEGVISOMANT	409201000
28104552809	Topotecan "Hospira"	TOPOTECANHYDROCHLORID	108781007
28104971111	Dumirox	FLUVOXAMINMALEAT	116522003
28104268308	Med. Dinitro.oxid Strandmøllen	Dinitrogenoxid	111132001
28104267408	Med. Oxygen "Strandmøllen"	Oxygen	24099007
28104954111	Ethinylestr/Lev.gestrel A-Phar	LEVONORGESTREL	126109000
28104526009	Vancomycin "Fresenius Kabi"	VANCOMYCINHYDROCHLORID	66509009
28104971011	Dumirox	FLUVOXAMINMALEAT	116522003
28104657910	Ibumax	IBUPROFEN	387207008
28103864805	Epirubicin "Hospira"	EPIRUBICINHYDROCHLORID	116108007
28103247401	Somavert	PEGVISOMANT	409201000
28101207685	Vancocin	VANCOMYCINHYDROCHLORID	66509009
28101933897	Diovan Comp 80 mg/12,5 mg	HYDROCHLORTHIAZID	387525002
28104227207	Doneprion	Donepezilhydrochlorid	386856007
28104434508	Levocetirizin "Glenmark"	Levocetirizindihydrochlorid	425461004
28103247301	Somavert	PEGVISOMANT	409201000
28103383802	Rapamune	SIROLIMUS	387014003
28104865111	Gestoden/ethinylestr. "Actavis	GESTODEN	395945000
28104559209	Topotecan "Fresenius Kabi"	TOPOTECANHYDROCHLORID	108781007
28104865211	Gestoden/ethinylestr. "Actavis	GESTODEN	395945000
28104170807	Donepezil "Sandoz"	Donepezilhydrochlorid	386856007
28104434608	Movicol Chokolade	KALIUMCHLORID	8631001
28103686104	Abilify	Aripiprazol	406784005
28104407108	Epoprostenol "CampusPharma"	EPOPROSTENOLNATRIUM	108594006
28104227307	Doneprion	Donepezilhydrochlorid	386856007
28104656710	Mifepriston "Linepharma"	MIFEPRISTON	395796009
28104148507	Glaudin	BRIMONIDINTARTRAT	386924004
28103593903	Xeristar	DULOXETINHYDROCHLORID	426892003
28104865211	Gestoden/ethinylestr. "Actavis	Ethinylestradiol	126097006
28104865111	Gestoden/ethinylestr. "Actavis	Ethinylestradiol	126097006
28104409108	Donepezil "Teva"	Donepezilhydrochlorid	386856007
28104443908	Valsavil HCT	HYDROCHLORTHIAZID	387525002
28104194007	Fludarabinphosphat "Ebewe"	FLUDARABINPHOSPHAT	108765002
28104409208	Donepezil "Teva"	Donepezilhydrochlorid	386856007
28104443808	Valsavil HCT	HYDROCHLORTHIAZID	387525002
28104916611	Solu-Medrol	METHYLPREDNISOLONNATRIUMSUCCINAT	412248005
28104874911	Donepezilhydrochlorid "Accord"	Donepezilhydrochlorid	386856007
28104883111	Lansoprazol "Pensa"	LANSOPRAZOL	386888004
28104478709	Gemcitabin "Hospira"	GEMCITABIN	386920008
28104961311	Lopid	GEMFIBROZIL	387189002
28104434608	Movicol Chokolade	NATRIUMCHLORID	387390002
28104443808	Valsavil HCT	VALSARTAN	386876001
28101933897	Diovan Comp 80 mg/12,5 mg	VALSARTAN	386876001
28100400562	Synalar	Fluocinolonacetonid	396059004
28104443708	Valsavil HCT	HYDROCHLORTHIAZID	387525002
28104874811	Donepezilhydrochlorid "Accord"	Donepezilhydrochlorid	386856007
28104110207	Moxalole	NATRIUMHYDROGENCARBONAT	387319002
28103248101	Oliclinomel N4-550E	HISTIDIN	60260004
28104371308	SmofKabiven Perifer	Arginin	52625008
28101409890	Lamisil	TERBINAFINHYDROCHLORID	108927002
28104096107	Hypoloc Comp	HYDROCHLORTHIAZID	387525002
28103216600	Invanz	Ertapenem	396346003
28103444402	Diproderm	BETAMETHASONDIPROPIONAT	88736007
28104915711	Depo-Medrol	METHYLPREDNISOLONACETAT	80959009
28104825811	Vesicare	Solifenacinsuccinat	426324001
28101773695	Clinimix N17G35E	Serin	14125007
28103915806	Seroplex	ESCITALOPRAM	400447003
28103900106	Exforge	AMLODIPINBESILAT	384976003
28104836511	Vepesid	ETOPOSID	387316009
28104276308	Zolmitriptan Smelt "Actavis"	ZOLMITRIPTAN	363582006
28104334308	Trandate	LABETALOLHYDROCHLORID	50627005
28104873711	Desloratadine "Actavis"	DESLORATADIN	396015008
28101590594	Pulmicort Turbuhaler	BUDESONID	395726003
28103130599	Zyprexa	OLANZAPIN	386849001
28104139907	Gemcitabin "Accord"	GEMCITABINHYDROCHLORID	412187004
28104208007	True Test	Thiram	39012008
28101954397	Zopiclone "Actavis"	ZOPICLON	395929002
28103739104	Neupro	Rotigotin	421924006
28104975211	Triregol	Ethinylestradiol	126097006
28104388108	Fentanyl "Orion"	FENTANYL	373492002
28103618403	Glimepirid "Stada"	GLIMEPIRID	386966003
28104388008	Fentanyl "Orion"	FENTANYL	373492002
28103248101	Oliclinomel N4-550E	METHIONIN	70288006
28103922806	Erbitux	CETUXIMAB	409400001
28104540709	Mirena	LEVONORGESTREL	126109000
28104493509	Motens	LACIDIPIN	395764001
28104977511	Intestifalk	BUDESONID	395726003
28103877305	Arintapin Smelt	MIRTAZAPIN	386847004
28101406790	Treo Citrus	ACETYLSALICYLSYRE	387458008
28104621809	Teysuno	TEGAFUR	395897006
28100694076	Ampicillin "PCD"	AMPICILLINNATRIUM	96070009
28104735810	Topotecan "Accord"	TOPOTECANHYDROCHLORID	108781007
28104272008	Venlafaxin "Actavis"	VENLAFAXINHYDROCHLORID	108434005
28104130607	Losartanka/HClthiazid"Orifarm"	LOSARTANKALIUM	108582002
28104640010	Seretide	FLUTICASONPROPIONAT	396064000
28104467809	Esomeprazol "Krka"	Esomeprazolmagnesium	129489006
28104283908	Lercanidipinhydrochl."Actavis"	LERCANIDIPINHYDROCHLORID	395768003
28101890597	Ibutop	IBUPROFEN	387207008
28103713404	Femanor	ESTRADIOLHEMIHYDRAT	116070003
28104686410	Gemcitabin "Accord"	GEMCITABINHYDROCHLORID	412187004
28100694176	Ampicillin "PCD"	AMPICILLINNATRIUM	96070009
28104150707	Janumet	METFORMINHYDROCHLORID	109083009
28103354502	Mirtazapin "Arrow"	MIRTAZAPIN	386847004
28103789805	Furosemid "Copyfarm"	FUROSEMID	387475002
28104876011	Dasselta	DESLORATADIN	396015008
28103491903	Lyrica	Pregabalin	415160008
28103061199	Rescueflow	NATRIUMCHLORID	387390002
28104621909	Teysuno	TEGAFUR	395897006
28104830511	Maxalt Lingua	RIZATRIPTANBENZOAT	108412008
28104539509	Klaricid	CLARITHROMYCIN	387487009
28103802605	Tamsulosinhydrochlorid Actavis	TAMSULOSINHYDROCHLORID	108560009
28101421490	Alprazolam "Pfizer"	ALPRAZOLAM	386983007
28104961411	Picoprep	NATRIUMPICOSULFAT	395881001
28104140007	Gemcitabin "Accord"	GEMCITABINHYDROCHLORID	412187004
28104916111	Nexium	esomeprazolnatrium	426956003
28104042806	Torisel	Temsirolimus	427153004
28104756110	Zyvoxid	LINEZOLID	387056004
28103248101	Oliclinomel N4-550E	Threonin	52736009
28101840096	Rebif	Interferon Beta-1a	386902004
28104975211	Triregol	LEVONORGESTREL	126109000
28103076099	Evra	NORELGESTROMIN	385578004
28103447602	Carvedilol "Arrow"	CARVEDILOL	386870007
28104887811	Transtec	BUPRENORPHIN	387173000
28104425908	Noxorin	Xylometazolinhydrochlorid	75327003
28103368802	Alprazolam "PCD"	ALPRAZOLAM	386983007
28104939611	Timoptol-LA	TIMOLOLMALEAT	75359005
28103660504	Anartan Comp.	LOSARTANKALIUM	108582002
28104175207	Midazolam "Accord"	MIDAZOLAMHYDROCHLORID	84213009
28104292908	Bisoprolol "Actavis"	BISOPROLOLFUMARAT	386869006
28104654510	Resonium	Natriumpolystyrensulfonat	387149008
28104224407	Mirtazapin "Bluefish"	MIRTAZAPIN	386847004
28104917511	TOBI	TOBRAMYCIN	373548001
28104841411	Med. Dinitro.oxid Air Liquide	Dinitrogenoxid	111132001
28103945506	Vectibix	Panitumumab	423259008
28104226707	Naratriptan "Teva"	NARATRIPTANHYDROCHLORID	108409005
28104334508	Fucidin	Natriumfusidat	395876005
28104946311	Budesonid "2care4"	BUDESONID	395726003
28103686004	Abilify	Aripiprazol	406784005
28104317408	Carboplatin "Actavis"	CARBOPLATIN	386905002
28103713404	Femanor	NORETHISTERONACETAT	126104005
28104971911	Tavegil	CLEMASTINFUMARAT	83968007
28103182900	Tramadol "Actavis"	TRAMADOLHYDROCHLORID	108505002
28100571670	Toilax	BISACODYL	387075009
28104691910	Sandimmun Neoral	CICLOSPORIN	387467008
28104363708	Metformin "Aurobindo"	METFORMINHYDROCHLORID	109083009
28104388208	Fentanyl "Orion"	FENTANYL	373492002
28103589403	Mimpara	Cinacalcethydrochlorid	426512007
28104715910	Zolmitriptan "Arrow"	ZOLMITRIPTAN	363582006
28101877497	Optiray	IOVERSOL	395759000
28104640010	Seretide	SALMETEROLXINAFOAT	108606009
28104060207	Sumatriptan "Aurobindo"	SUMATRIPTANSUCCINAT	96215002
28104363808	Metformin "Aurobindo"	METFORMINHYDROCHLORID	109083009
28104157707	Stalevo	LEVODOPA	387086006
28103061199	Rescueflow	Dextran 70	12391001
28104957411	Minodiab	GLIPIZID	387143009
28104388308	Fentanyl "Orion"	FENTANYL	373492002
28103307301	Diclofenac Rapid "Actavis"	DICLOFENACKALIUM	108515008
28101172783	Emthexate	METHOTREXAT	387381009
28103589503	Mimpara	Cinacalcethydrochlorid	426512007
28101293487	Antepsin	SUCRALFAT	387387008
28104536209	Docetaxel "Actavis"	DOCETAXEL	386918005
28104388408	Fentanyl "Orion"	FENTANYL	373492002
28104191307	Venlafaxin "Sandoz"	VENLAFAXINHYDROCHLORID	108434005
28104715710	Zolmitriptan "Arrow"	ZOLMITRIPTAN	363582006
28103904306	Venlafaxin "Krka"	VENLAFAXINHYDROCHLORID	108434005
28104363608	Metformin "Aurobindo"	METFORMINHYDROCHLORID	109083009
28104275708	Zolmitriptan "Actavis"	ZOLMITRIPTAN	363582006
28104964611	Picoprep	NATRIUMPICOSULFAT	395881001
28104531309	Glucose-Na-K Baxter	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28101589294	Lopid	GEMFIBROZIL	387189002
28104531309	Glucose-Na-K Baxter	NATRIUMCHLORID	387390002
28104938110	Movicol Junior Neutral	NATRIUMHYDROGENCARBONAT	387319002
28104973411	Norvasc	AMLODIPINBESILAT	384976003
28104973211	Lescol XL	FLUVASTATINNATRIUM	412392009
28104667710	Galantamin "Teva"	GALANTAMINHYDROBROMID	129482002
28105010412	Betnovate	BETAMETHASONVALERAT	396005002
28104219807	Lantus Solo Star	Insulin glargin	411529005
28104958111	Clopixol Depot	ZUCLOPENTHIXOLDECANOAT	395932004
28104570309	Singulair	MONTELUKASTNATRIUM	108620002
28104589709	Dovonex	Calcipotriol	395766004
28101699994	Cerubidin	DAUNORUBICINHYDROCHLORID	65972004
28104691410	Betnovate	BETAMETHASONVALERAT	396005002
28103739004	Neupro	Rotigotin	421924006
28104667510	Galantamin "Teva"	GALANTAMINHYDROBROMID	129482002
28104991211	Gabapentin "2care4"	GABAPENTIN	386845007
28104975311	Phenergan	PROMETHAZINHYDROCHLORID	14905007
28104150807	Janumet	METFORMINHYDROCHLORID	109083009
28104991111	Gabapentin "2care4"	GABAPENTIN	386845007
28104667610	Galantamin "Teva"	GALANTAMINHYDROBROMID	129482002
28104623609	Brevibloc	ESMOLOLHYDROCHLORID	35318005
28104987011	Tizanidin "2care4"	TIZANIDINHYDROCHLORID	108462003
28103285601	Fluconazol "Stada"	FLUCONAZOL	387174006
28104808010	Diclofenac "Orifarm"	Diclofenacdiethylammonium	426714006
28104663310	Olanzapin "Bluefish"	OLANZAPIN	386849001
28103335801	Meloxicam "Stada"	MELOXICAM	387055000
28104986911	Tizanidin "2care4"	TIZANIDINHYDROCHLORID	108462003
28101860996	Modifenac	DICLOFENACNATRIUM	62039007
28103552403	Bisoprolol "Stada"	BISOPROLOLFUMARAT	386869006
28104691210	Ikorel	NICORANDIL	395809002
28103963306	Citalopram "Orion"	CITALOPRAMHYDROBROMID	116521005
28104203907	Imadrax	AMOXICILLINTRIHYDRAT	96068000
28104204007	Imadrax	AMOXICILLINTRIHYDRAT	96068000
28104938110	Movicol Junior Neutral	KALIUMCHLORID	8631001
28104852911	Levocetirizin "Krka"	Levocetirizindihydrochlorid	425461004
28104821410	Omeprazol "Pensa"	OMEPRAZOL	387137007
28101823396	Tradolan	TRAMADOLHYDROCHLORID	108505002
28104531309	Glucose-Na-K Baxter	KALIUMCHLORID	8631001
28104938110	Movicol Junior Neutral	NATRIUMCHLORID	387390002
28103235201	Arixtra	FONDAPARINUXNATRIUM	385517000
28104941211	Pulmicort Turbuhaler	BUDESONID	395726003
28104663110	Olanzapin "Bluefish"	OLANZAPIN	386849001
28103637603	Cipralex	ESCITALOPRAM	400447003
28104994411	Colifoam	HYDROCORTISONACETAT	79380007
28104468909	Donepezil "Stada"	Donepezilhydrochlorid	386856007
28104689310	Gabapentin "Pfizer"	GABAPENTIN	386845007
28104689410	Gabapentin "Pfizer"	GABAPENTIN	386845007
28100401662	Pred-Clysma	PREDNISOLONNATRIUMPHOSPHAT	96335004
28103910306	Sertralin "Actavis"	SERTRALINHYDROCHLORID	96211006
28104453608	Allopurinol "Teva"	ALLOPURINOL	387135004
28104286508	Finminette	Ethinylestradiol	126097006
28103070199	Keppra	Levetiracetam	387000003
28105014212	Gabapentin "EuroPharma"	GABAPENTIN	386845007
28104452408	Modafinil "Mylan"	MODAFINIL	387004007
28104286408	Finminette	Ethinylestradiol	126097006
28104453708	Allopurinol "Teva"	ALLOPURINOL	387135004
28104985511	Malarone	PROGUANILHYDROCHLORID	395845004
28103255201	Fluoxetin "Actavis"	FLUOXETINHYDROCHLORID	75115009
28104900911	Cardil	DILTIAZEMHYDROCHLORID	12218006
28103304001	Moxonat	MOXONIDIN	395805008
28104052506	Piperacil./Tazobac. "Stragen"	PIPERACILLINNATRIUM	11644000
28101282986	Bricanyl Turbuhaler	TERBUTALINSULFAT	24583009
28104052606	Piperacil./Tazobac. "Stragen"	PIPERACILLINNATRIUM	11644000
28103459602	Citalopram "Sandoz"	CITALOPRAMHYDROBROMID	116521005
28104985511	Malarone	ATOVAQUON	386899002
28103791605	Vagifem	ESTRADIOLHEMIHYDRAT	116070003
28103948706	Cipralex	ESCITALOPRAM	400447003
28104975011	Entocort	BUDESONID	395726003
28103617303	Omeprazol "BMM Pharma"	OMEPRAZOL	387137007
28104286408	Finminette	DROSPIRENON	410919000
28104425808	Noxorin	Xylometazolinhydrochlorid	75327003
28104760510	Levetiracetam "Arrow"	Levetiracetam	387000003
28104760410	Levetiracetam "Arrow"	Levetiracetam	387000003
28101203284	Hexalid	DIAZEPAM	387264003
28104539709	Elocom	Mometasonfuroat	395802006
28104751810	Oxycodonhydrochlorid "Teva"	OXYCODONHYDROCHLORID	387024006
28103771905	Tygacil	Tigecyclin	418313005
28103309401	Ciprofloxacin "HEXAL"	CIPROFLOXACIN	372840008
28100521967	Pacisyn	NITRAZEPAM	387449001
28104118707	Fluconazol "BMM Pharma"	FLUCONAZOL	387174006
28104569509	Zoely	ESTRADIOLHEMIHYDRAT	116070003
28101495692	Atenodan	ATENOLOL	387506000
28104286508	Finminette	DROSPIRENON	410919000
28104760610	Levetiracetam "Arrow"	Levetiracetam	387000003
28104206007	Clarithromycin "Pfizer"	CLARITHROMYCIN	387487009
28104977611	Fostair	BECLOMETASONDIPROPIONAT	116575004
28104185807	Losartankalium "Pfizer"	LOSARTANKALIUM	108582002
28104760310	Levetiracetam "Arrow"	Levetiracetam	387000003
28104052506	Piperacil./Tazobac. "Stragen"	Tazobactamnatrium	427652008
28104689510	Gabapentin "Pfizer"	GABAPENTIN	386845007
28104469009	Donepezil "Stada"	Donepezilhydrochlorid	386856007
28104233107	Innovair	BECLOMETASONDIPROPIONAT	116575004
28104462408	Cipralex Meltz	ESCITALOPRAM	400447003
28103946506	Mirtazapin "Orion"	MIRTAZAPIN	386847004
28104957911	Nuvaring	ETONOGESTREL	396050000
28101756595	Innohep	Heparinnatrium	50045009
28103248501	Oliclinomel N6-900E	Isoleucin	14971004
