Begrebs ID;Fuldt specificerende term;Foretrukken term ID;Foretrukken term;; 
294092009;Mucolytics allergy (disorder);4202821000005110;allergi over for mukolytika;;
294097003;Acetylcysteine allergy (disorder);4108891000005110;allergi over for acetylcystein;;
294094005;Bromhexine hydrochloride allergy (disorder);4202831000005110;allergi over for bromhexinhydrochlorid;;
294095006;Carbocisteine allergy (disorder);4108901000005110;allergi over for carbocistein;;
294091002;Dornase alfa allergy (disorder);4108911000005110;allergi over for dornase alfa;;
294096007;Methylcysteine allergy (disorder);4108961000005110;allergi over for methylcystein;;
294093004;Tyloxapol allergy (disorder);4108971000005110;allergi over for tyloxapol;;
294098008;Respiratory stimulant allergy (disorder);4288141000005110;allergi over for respiratorisk stimulans;;
294101007;Doxapram allergy (disorder);4108981000005110;allergi over for doxapram;;
294100008;Ethamivan allergy (disorder);4124041000005110;allergi over for etamivan;;
294099000;Nikethamide allergy (disorder);4108991000005110;allergi over for nikethamid;;
294102000;Respiratory surfactant allergy (disorder);4202841000005110;allergi over for lungesurfaktant;;
294103005;Beractant allergy (disorder);4109001000005110;allergi over for beractant;;
294106002;Colfosceril allergy (disorder);4109011000005110;allergi over for colfosceril;;
294104004;Phospholipid fraction allergy (disorder);4109021000005110;allergi over for phospholipidfraktion;;
294105003;Pumactant allergy (disorder);4109031000005110;allergi over for pumactant;;
294157003;Xanthine allergy (disorder);4109041000005110;allergi over for xanthin;;
294158008;Aminophylline allergy (disorder);4109051000005110;allergi over for aminophyllin;;
294160005;Theophylline allergy (disorder);3954651000005110;allergi over for theophyllin;;
294159000;Choline theophyllinate allergy (disorder);4109061000005110;allergi over for cholintheophyllinat;;
294244001;Drug groups primarily used in obstetrics, gynecological and urinary tract disorders allergy (disorder);4218361000005110;allergi over for lægemidler, der primært anvendes ved obstetriske og gynækologiske lidelser samt urinvejssygdomme;;
294309001;Ear wax removal preparation allergy (disorder);4111971000005110;allergi over for præparat til fjernelse af ørevoks;;
294799006;Ergoline drug allergy (disorder);4202871000005110;allergi over for ergolinderivat;;
293815001;Bromocriptine allergy (disorder);3848281000005110;allergi over for bromocriptin;;
294800005;Cabergoline allergy (disorder);4109071000005110;allergi over for cabergolin;;
295067003;Dihydroergotamine mesylate allergy (disorder);4288111000005110;allergi over for dihydroergotaminmesylat;;
295068008;Ergometrine allergy (disorder);4109081000005110;allergi over for ergometrin;;
293813008;Lysuride allergy (disorder);3848291000005110;allergi over for lysurid;;
293814002;Pergolide allergy (disorder);3848301000005110;allergi over for pergolid;;
294801009;Quinagolide allergy (disorder);4109091000005110;allergi over for quinagolid;;
294315001;Fixed oil allergy (disorder);4288171000005110;allergi over for fast olie;;
419814004;Allergy to coconut oil (disorder);3714741000005110;allergi over for kokosolie;;
294317009;Arachis oil allergy (disorder);4102541000005110;allergi over for arachisolie;;
294318004;Castor oil allergy (disorder);4288181000005110;allergi over for ricinusolie;;
294316000;Olive oil allergy (disorder);3953201000005110;allergi over for olivenolie;;
294951003;Fluoride allergy (disorder);3954671000005110;allergi over for fluorid;;
294952005;Sodium fluoride allergy (disorder);4109101000005110;allergi over for natriumfluorid;;
294842007;Hematological agents allergy (disorder);4202881000005110;allergi over for hæmatologiske midler;;
294869008;Anticoagulant allergy (disorder);4218371000005110;allergi over for antikoagulans;;
294870009;Direct acting anticoagulant allergy (disorder);4218431000005110;allergi over for direkte virkende antikoagulans;;
294871008;Ancrod allergy (disorder);4109111000005110;allergi over for ancrod;;
294872001;Heparin allergy (disorder);3954661000005110;allergi over for heparin;;
294874000;Dalteparin allergy (disorder);4109121000005110;allergi over for dalteparin;;
294873006;Enoxaparin allergy (disorder);4109131000005110;allergi over for enoxaparin;;
294875004;Tinzaparin allergy (disorder);4109141000005110;allergi over for tinzaparin;;
294876003;Heparinoid allergy (disorder);4109151000005110;allergi over for heparinoid;;
294877007;Danaparoid sodium allergy (disorder);4288211000005110;allergi over for danaparoidnatrium;;
294878002;Indirect acting anticoagulant allergy (disorder);4219461000005110;allergi over for indirekte virkende antikoagulans;;
294879005;Coumarin anticoagulant allergy (disorder);4226231000005110;allergi over for koagulans indeholdende cumarin;;
294880008;Nicoumalone allergy (disorder);4109161000005110;allergi over for acenocoumarol;;
294881007;Warfarin allergy (disorder);3954681000005110;allergi over for warfarin;;
294882000;Indanedione anticoagulant allergy (disorder);4218511000005110;allergi over for antikoagulans indeholdende indanedion;;
294883005;Phenindione allergy (disorder);4109171000005110;allergi over for phenindion;;
293586001;Aspirin allergy (disorder);4232991000005110;allergi over for acetylsalicylsyre;;
294853001;Blood derivative allergy (disorder);4288191000005110;allergi over for blodderivat;;
294856009;Blood clotting factor allergy (disorder);4109191000005110;allergi over for koagulationsfaktor;;
294852006;Plasma protein solution allergy (disorder);4109181000005110;allergi over for plasmaproteinopløsning;;
294854007;Albumin solution allergy (disorder);3954691000005110;allergi over for albuminopløsning;;
294855008;Antithrombin III allergy (disorder);3954701000005110;allergi over for antitrombin III;;
294859002;Factor IX fraction products allergy (disorder);4202891000005110;allergi over for produkter indeholdende faktor IX-fraktion;;
294862004;Factor IX by-passing fraction products allergy (disorder);4288201000005110;allergi over for faktor IX-bypassing-produkter;;
294863009;Factor V concentrate products allergy (disorder);4202901000005110;allergi over for produkter indeholdende faktor V-koncentrat;;
294864003;Factor VII concentrate products allergy (disorder);4202911000005110;allergi over for produkter indeholdende faktor VII-koncentrat;;
294860007;Activated factor VII products allergy (disorder);4202921000005110;allergi over for produkter indeholdende aktiveret faktor VII;;
294866001;Factor XI products allergy (disorder);4202931000005110;allergi over for produkter indeholdende faktor XI;;
294867005;Factor XIII products allergy (disorder);4202941000005110;allergi over for produkter indeholdende faktor XIII;;
294868000;von Willebrand factor products allergy (disorder);4288281000005110;allergi over for von Willebrand-faktor-produkter;;
294857000;Factor VIII fraction products allergy (disorder);4239701000005110;allergi over for faktor VIII-fraktion-produkter;;
294865002;Factor VIII by-passing fraction products allergy (disorder);4239711000005110;allergi over for produkter med faktor VIII-bypassing-fraktion;;
293699006;Chenodeoxycholic acid allergy (disorder);3847831000005110;allergi over for chenodeoxycholsyre;;
295077001;Dipyridamole allergy (disorder);4109201000005110;allergi over for dipyridamol;;
294843002;Erythropoietin allergy (disorder);3970481000005110;allergi over for erythropoietin;;
294844008;Epoetin alfa allergy (disorder);4109221000005110;allergi over for epoetin alfa;;
294845009;Epoetin beta allergy (disorder);4109231000005110;allergi over for epoetin beta;;
294884004;Hemostatic allergy (disorder);4202951000005110;allergi over for hæmostatikum;;
294889009;Aprotinin allergy (disorder);4106941000005110;allergi over for aprotinin;;
294888001;Collagen allergy (disorder);3954711000005110;allergi over for kollagen;;
294885003;Ethamsylate allergy (disorder);4106931000005110;allergi over for etamsylat;;
294886002;Thromboplastin allergy (disorder);4109251000005110;allergi over for tromboplastin;;
294887006;Tranexamic acid allergy (disorder);4109261000005110;allergi over for tranexamsyre;;
294891001;Iron allergy (disorder);3954721000005110;allergi over for jern;;
294895005;Compound iron preparations allergy (disorder);3954731000005110;allergi over for kombinationspræparater med jern;;
294897002;Ferrous salt allergy (disorder);4110481000005110;allergi over for ferrosalt;;
294898007;Ferrous fumarate allergy (disorder);4109241000005110;allergi over for ferrofumarat;;
294899004;Ferrous gluconate allergy (disorder);4110491000005110;allergi over for ferrogluconat;;
294900009;Ferrous glycine sulfate allergy (disorder);4110501000005110;allergi over for ferroglycinsulfat;;
294903006;Ferrous phosphate allergy (disorder);4110511000005110;allergi over for ferrophosphat;;
294901008;Ferrous succinate allergy (disorder);4110521000005110;allergi over for ferrosuccinat;;
294902001;Ferrous sulfate allergy (disorder);4110541000005110;allergi over for ferrosulfat;;
294896006;Iron sorbitol allergy (disorder);4288311000005110;allergi over for jernsorbitol;;
294893003;Polysaccharide iron complex allergy (disorder);4288291000005110;allergi over for polysakkaridjernkompleks;;
294894009;Sodium ironedetate allergy (disorder);4288301000005110;allergi over for natriumjernedetat;;
295094004;Oxpentifylline allergy (disorder);4110581000005110;allergi over for pentoxifyllin;;
294278007;Protamine allergy (disorder);3954741000005110;allergi over for protamin;;
293701006;Ursodeoxycholic acid allergy (disorder);3847851000005110;allergi over for ursodeoxycholsyre;;
294295004;Herbal medicine allergy (disorder);3954221000005110;allergi over for urtemedicin;;
294293006;Homeopathic medicine allergy (disorder);3954261000005110;allergi over for homøopatisk lægemiddel;;
294670006;Hormones, synthetic substitutes and antagonists allergy (disorder);4111821000005110;allergi over for hormoner, syntetiske substitutionspræparater og antagonister;;
294766009;Anti-androgens allergy (disorder);4111841000005110;allergi over for antiandrogener;;
294769002;Bicalutamide allergy (disorder);4111871000005110;allergi over for bicalutamid;;
294771002;Cyproterone allergy (disorder);4111881000005110;allergi over for cyproteron;;
294767000;Finasteride allergy (disorder);4111851000005110;allergi over for finasterid;;
294768005;Flutamide allergy (disorder);4111861000005110;allergi over for flutamid;;
294672003;Antithyroid drug allergy (disorder);4203011000005110;allergi over for antityroidt middel;;
294675001;Thiouracil antithyroid agent allergy (disorder);4203021000005110;allergi over for antityroidt middel indeholdende thiouracil;;
294676000;Propylthiouracil allergy (disorder);4111831000005110;allergi over for propylthiouracil;;
294673008;Thiourea antithyroid agent allergy (disorder);4288221000005110;allergi over for antityroidt middel indeholdende thiourea;;
294674002;Carbimazole allergy (disorder);4110601000005110;allergi over for carbimazol;;
294838009;Calcium regulating hormone allergy (disorder);4110611000005110;allergi over for calciumregulerende hormon;;
294839001;Calcitonin allergy (disorder);3954791000005110;allergi over for calcitonin;;
294841000;Calcitonin (pork) allergy (disorder);4203031000005110;allergi over for porcint calcitonin;;
294840004;Salcatonin allergy (disorder);4220141000005110;allergi over for laksecalcitonin;;
294677009;Corticosteroids allergy (disorder);3954751000005110;allergi over for kortikosteroider;;
294691003;Alclometasone allergy (disorder);4110621000005110;allergi over for alclometason;;
294162002;Allergy to inhaled corticosteroids (disorder);4203051000005110;allergi over for kortikosteroider til inhalation;;
294692005;Beclomethasone allergy (disorder);3954771000005110;allergi over for beclometason;;
294678004;Betamethasone allergy (disorder);3954761000005110;allergi over for betamethason;;
294712001;Budesonide allergy (disorder);3954781000005110;allergi over for budesonid;;
294713006;Topical budesonide allergy (disorder);4203061000005110;allergi over for budesonid til topikal anvendelse;;
294693000;Clobetasol allergy (disorder);4110681000005110;allergi over for clobetasol;;
294694006;Clobetasone allergy (disorder);4110691000005110;allergi over for clobetason;;
294685000;Desonide allergy (disorder);4110671000005110;allergi over for desonid;;
294702008;Dexamethasone allergy (disorder);3954801000005110;allergi over for dexamethason;;
294686004;Desoxymethasone allergy (disorder);4110661000005110;allergi over for desoximetason;;
294704009;Topical compound dexamethasone preparation allergy (disorder);4288231000005110;allergi over for dexamethasonkombinationspræparat til topikal anvendelse;;
294703003;Topical dexamethasone allergy (disorder);4203071000005110;allergi over for dexamethason til topikal anvendelse;;
294697004;Fluclorolone allergy (disorder);4110641000005110;allergi over for fluclorolon;;
294698009;Fludrocortisone allergy (disorder);4110711000005110;allergi over for fludrocortison;;
294684001;Flunisolide allergy (disorder);4110701000005110;allergi over for flunisolid;;
294699001;Fluocinolone allergy (disorder);4110721000005110;allergi over for fluocinolon;;
294687008;Fluocinonide allergy (disorder);4110731000005110;allergi over for fluocinonid;;
294688003;Fluocortolone allergy (disorder);4110741000005110;allergi over for fluocortolon;;
294696008;Diflucortolone allergy (disorder);4110651000005110;allergi over for diflucortolon;;
294683007;Fluorometholone allergy (disorder);4110751000005110;allergi over for fluorometholon;;
294689006;Flurandrenolone allergy (disorder);4110761000005110;allergi over for fludroxycortid;;
294700000;Fluticasone allergy (disorder);4110771000005110;allergi over for fluticason;;
294690002;Halcinonide allergy (disorder);4110781000005110;allergi over for halcinonid;;
294679007;Hydrocortisone allergy (disorder);3953311000005110;allergi over for hydrocortison;;
294695007;Cortisone allergy (disorder);3953321000005110;allergi over for cortison;;
294681009;Topical compound hydrocortisone preparation allergy (disorder);4219971000005110;allergi over for kombinationspræparat med hydrocortison til topikal anvendelse;;
294680005;Topical hydrocortisone allergy (disorder);4219981000005110;allergi over for hydrocortison til topikal anvendelse;;
294706006;Methylprednisolone allergy (disorder);4110791000005110;allergi over for methylprednisolon;;
294701001;Mometasone allergy (disorder);4110801000005110;allergi over for mometason;;
294707002;Prednisolone allergy (disorder);3954821000005110;allergi over for prednisolon;;
294709004;Prednisolone drops allergy (disorder);4110811000005110;allergi over for prednisolondråber;;
294710009;Rectal prednisolone preparations allergy (disorder);4110831000005110;allergi over for prednisolonpræparater til rektal anvendelse;;
294708007;Topical prednisolone allergy (disorder);4203081000005110;allergi over for prednisolon til topikal anvendelse;;
294682002;Prednisone allergy (disorder);3954811000005110;allergi over for prednison;;
294711008;Triamcinolone allergy (disorder);4110841000005110;allergi over for triamcinolon;;
294763001;Cyclofenil allergy (disorder);4110851000005110;allergi over for cyclofenil;;
293788003;Estrogen antagonist allergy (disorder);3848311000005110;allergi over for østrogenantagonist;;
293787008;Aminoglutethimide allergy (disorder);3848321000005110;allergi over for aminoglutethimid;;
294798003;Clomiphene allergy (disorder);3954841000005110;allergi over for clomifen;;
293791003;Formestane allergy (disorder);3848331000005110;allergi over for formestan;;
293790002;Tamoxifen allergy (disorder);3848341000005110;allergi over for tamoxifen;;
293789006;Trilostane allergy (disorder);3848351000005110;allergi over for trilostan;;
294671005;Glucagon allergy (disorder);3954831000005110;allergi over for glucagon;;
294805000;Hypothalamic/pituitary hormone allergy (disorder);4110861000005110;allergi over for hypothalamus-/hypofysehormon;;
294806004;Antidiuretic hormone allergy (disorder);4110871000005110;allergi over for antidiuretisk hormon;;
294807008;Desmopressin allergy (disorder);3954851000005110;allergi over for desmopressin;;
294808003;Lypressin allergy (disorder);4110881000005110;allergi over for lypressin;;
294809006;Terlipressin allergy (disorder);4110891000005110;allergi over for terlipressin;;
294811002;Corticotrophic hormone allergy (disorder);4110901000005110;allergi over for kortikotropt hormon;;
294813004;Tetracosactrin allergy (disorder);4110911000005110;allergi over for tetracosactrin;;
294814005;Gonad regulating hormone allergy (disorder);4110921000005110;allergi over for gonaderegulerende hormon;;
294817003;Buserelin allergy (disorder);4110941000005110;allergi over for buserelin;;
294815006;Gonadorelin allergy (disorder);4110931000005110;allergi over for gonadorelin;;
294820006;Gonadotrophic hormone allergy (disorder);4102501000005110;allergi over for gonadotropt hormon;;
294818008;Goserelin allergy (disorder);4110971000005110;allergi over for goserelin;;
294821005;Leuprorelin allergy (disorder);4110991000005110;allergi over for leuprorelin;;
294816007;Nafarelin allergy (disorder);4110961000005110;allergi over for nafarelin;;
294819000;Triptorelin allergy (disorder);4110981000005110;allergi over for triptorelin;;
294826000;Octreotide allergy (disorder);4111001000005110;allergi over for octreotid;;
294823008;Oxytocin allergy (disorder);3954861000005110;allergi over for oxytocin;;
294825001;Somatrophic hormone allergy (disorder);4288271000005110;allergi over for væksthormon;;
294828004;Thyrotrophic hormone allergy (disorder);4203091000005110;allergi over for thyroideastimulerende hormon;;
294830002;Thyrotrophin allergy (disorder);3954871000005110;allergi over for thyrotropin;;
294829007;Protirelin allergy (disorder);4111011000005110;allergi over for protirelin;;
294714000;Insulin allergy (disorder);3954881000005110;allergi over for insulin;;
294716003;Biphasic insulin allergy (disorder);4111051000005110;allergi over for bifasisk insulin;;
294722007;Biphasic isophane insulin allergy (disorder);4111091000005110;allergi over for bifasisk isophaninsulin;;
294723002;Humulin insulin allergy (disorder);4288251000005110;allergi over for humulininsulin;;
294717007;Insulin zinc suspension allergy (disorder);4111061000005110;allergi over for insulin-zink-suspension;;
294718002;Insulin zinc suspension (amorphous) allergy (disorder);4111071000005110;allergi over for insulin-zink-suspension (amorf);;
294719005;Insulin zinc suspension (crystalline) allergy (disorder);4111081000005110;allergi over for insulin-zink-suspension (krystallinsk);;
294721000;Protamine zinc insulin allergy (disorder);4288241000005110;allergi over for protaminzinkinsulin;;
294720004;Isophane insulin allergy (disorder);4111131000005110;allergi over for isophaninsulin;;
294715004;Soluble neutral insulin allergy (disorder);3954901000005110;allergi over for opløseligt neutral insulin;;
294245000;Mifepristone allergy (disorder);4111121000005110;allergi over for mifepriston;;
294029008;Norepinephrine allergy (disorder);3848371000005110;allergi over for noradrenalin;;
294744002;Sex hormones allergy (disorder);3954911000005110;allergi over for kønshormoner;;
294773004;Androgen allergy (disorder);3954931000005110;allergi over for androgen;;
294757005;Anabolic steroids allergy (disorder);3954921000005110;allergi over for anabole steroider;;
294764007;Danazol allergy (disorder);4111141000005110;allergi over for danazol;;
294759008;Drostanolone propionate allergy (disorder);4111181000005110;allergi over for drostanolonpropionat;;
294774005;Mesterolone allergy (disorder);4111201000005110;allergi over for mesterolon;;
294761004;Nandrolone allergy (disorder);4111191000005110;allergi over for nandrolon;;
294760003;Oxymetholone allergy (disorder);4111261000005110;allergi over for oxymetholon;;
294762006;Stanozolol allergy (disorder);4111271000005110;allergi over for stanozolol;;
294758000;Tibolone allergy (disorder);4111251000005110;allergi over for tibolon;;
294776007;Testosterone allergy (disorder);3954941000005110;allergi over for testosteron;;
294778008;Intramuscular testosterone allergy (disorder);3954951000005110;allergi over for testosteron til intramuskulær anvendelse;;
294775006;Methyltestosterone allergy (disorder);4111211000005110;allergi over for methyltestosteron;;
294779000;Oral testosterone allergy (disorder);3954961000005110;allergi over for testosteron til oral anvendelse;;
294777003;Testosterone implant allergy (disorder);4111221000005110;allergi over for testosteronimplantat;;
294780002;Testosterone patch allergy (disorder);4111231000005110;allergi over for testosteronplaster;;
294781003;Estrogen allergy (disorder);3954971000005110;allergi over for østrogen;;
294795000;Conjugated estrogens allergy (disorder);3954991000005110;allergi over for konjugerede østrogener;;
294789001;Dienestrol allergy (disorder);4111321000005110;allergi over for dienestrol;;
294782005;Estradiol allergy (disorder);3954981000005110;allergi over for estradiol;;
294784006;Estradiol implant allergy (disorder);4111281000005110;allergi over for estradiolimplantat;;
294793007;Ethinylestradiol allergy (disorder);3955001000005110;allergi over for ethinylestradiol;;
294788009;Quinestrol allergy (disorder);4111331000005110;allergi over for quinestrol;;
294783000;Oral estradiol allergy (disorder);4111301000005110;allergi over for estradiol til oral anvendelse;;
294785007;Topical estradiol allergy (disorder);4203101000005110;allergi over for estradiol til topikal anvendelse;;
294794001;Estriol allergy (disorder);4111341000005110;allergi over for estriol;;
294791009;Fosfestrol allergy (disorder);4111351000005110;allergi over for fosfestrol;;
294792002;Mestranol allergy (disorder);4111361000005110;allergi over for mestranol;;
294786008;Piperazine estrone sulfate allergy (disorder);4288261000005110;allergi over for piperazinestronsulfat;;
294790005;Polyestradiol phosphate allergy (disorder);4111431000005110;allergi over for polyestradiolphosphat;;
294787004;Quinestradol allergy (disorder);4111421000005110;allergi over for quinestradol;;
294796004;Stilbestrol allergy (disorder);3955021000005110;allergi over for stilbestrol;;
294745001;Progestogen allergy (disorder);3955011000005110;allergi over for progestogen;;
294746000;Allylestrenol allergy (disorder);4111401000005110;allergi over for allylestrenol;;
294747009;Dydrogesterone allergy (disorder);4111411000005110;allergi over for dydrogesteron;;
294753009;Ethynodiol diacetate allergy (disorder);4288331000005110;allergi over for ethynodioldiacetat;;
294765008;Gestrinone allergy (disorder);4111451000005110;allergi over for gestrinon;;
294749007;Gestronol allergy (disorder);4111441000005110;allergi over for gestronol;;
294750007;Hydroxyprogesterone allergy (disorder);3955041000005110;allergi over for hydroxyprogesteron;;
294754003;Levonorgestrel allergy (disorder);3955061000005110;allergi over for levonorgestrel;;
294755002;Medroxyprogesterone allergy (disorder);4111471000005110;allergi over for medroxyprogesteron;;
294751006;Megestrol allergy (disorder);4111461000005110;allergi over for megestrol;;
294752004;Norethisterone allergy (disorder);3955051000005110;allergi over for norethisteron;;
294748004;Progesterone allergy (disorder);3955031000005110;allergi over for progesteron;;
294797008;Estrogen and progestogen preparation allergy (disorder);3955071000005110;allergi over for østrogen og progestogen;;
294802002;Thyroid agent allergy (disorder);4203111000005110;allergi over for thyroideamiddel;;
294803007;Liothyronine allergy (disorder);4111481000005110;allergi over for liothyronin;;
294804001;Thyroxine allergy (disorder);3955091000005110;allergi over for thyroxin;;
294955007;Dextrothyroxine sodium allergy (disorder);4288411000005110;allergi over for dextrothyroxinnatrium;;
293730004;Immunostimulant allergy (disorder);3848381000005110;allergi over for immunstimulator;;
293733002;Aldesleukin allergy (disorder);3848391000005110;allergi over for Aldesleukin;;
293732007;Amifostine allergy (disorder);3848401000005110;allergi over for amifostin;;
293734008;Colony stimulating factors allergy (disorder);3848411000005110;allergi over for kolonistimulerende faktorer;;
293737001;Filgrastim allergy (disorder);3848421000005110;allergi over for filgrastim;;
293736005;Lenograstim allergy (disorder);3848431000005110;allergi over for Lenograstim;;
293735009;Molgramostim allergy (disorder);3942891000005110;allergi over for molgramostim;;
294375008;Interferons allergy (disorder);3955081000005110;allergi over for interferoner;;
294376009;Human interferon gamma-1b allergy (disorder);4111491000005110;allergi over for humant interferon gamma-1b;;
294377000;Interferon-A-2a allergy (disorder);4111501000005110;allergi over for interferon-A-2a;;
294378005;Interferon-A-2b allergy (disorder);4111511000005110;allergi over for interferon-A-2b;;
294379002;Interferon-A-N1 allergy (disorder);4111521000005110;allergi over for interferon-A-N1;;
293738006;Levamisole allergy (disorder);3848441000005110;allergi over for levamisol;;
293797004;Immunosuppressant allergy (disorder);3848451000005110;allergi over for immunsupprimerende middel;;
293799001;Azathioprine allergy (disorder);3848461000005110;allergi over for azathioprin;;
293798009;Cyclosporin allergy (disorder);3848471000005110;allergi over for cyclosporin;;
294904000;Intravenous nutrition allergy (disorder);4288341000005110;allergi over for intravenøs ernæring;;
294908002;Intravenous nutrition (amino acids) allergy (disorder);4288371000005110;allergi over for intravenøs ernæring (aminosyrer);;
294909005;Intravenous nutrition (carbohydrate) allergy (disorder);4288381000005110;allergi over for intravenøs ernæring (kulhydrat);;
294906003;Intravenous nutrition (electrolytes/trace elements) allergy (disorder);4288351000005110;allergi over for intravenøs ernæring (elektrolytter/sporstoffer);;
294910000;Intravenous nutrition (fats) allergy (disorder);4288391000005110;allergi over for intravenøs ernæring (fedtstoffer);;
294911001;Intravenous nutrition (ready mixed) allergy (disorder);4288401000005110;allergi over for intravenøs ernæring (færdigblandet);;
294907007;Intravenous nutrition (vitamins) allergy (disorder);4288361000005110;allergi over for intravenøs ernæring (vitaminer);;
294905004;Supplementary preparations for parenteral nutrition allergy (disorder);4111541000005110;allergi over for tilskudspræparater til parenteral ernæring;;
294914009;Iodine allergy (disorder);4366271000005110;allergi over for iod;;
294913003;Iodine compounds allergy (disorder);4366161000005110;allergi over for iodforbindelser;;
294321002;Lubricant allergy (disorder);4288321000005110;allergi over for smøremiddel;;
429819005;Medical gas allergy (disorder);4512671000005110;allergi over for medicinsk gas;;
293703009;Anesthetics and medical gases allergy (disorder);3844551000005110;allergi over for anæstesi og medicinske gasser;;
293711004;Inhalational anesthetics allergy (disorder);3844571000005110;allergi over for inhalationsanæstesi;;
441954006;Allergy to sevoflurane (disorder);4619171000005110;allergi over for sevofluran;;
293717000;Desflurane allergy (disorder);3844581000005110;allergi over for desfluran;;
293712006;Enflurane allergy (disorder);3844591000005110;allergi over for enfluran;;
293713001;Ether, anesthetic allergy (disorder);3844611000005110;allergi over for anæstetisk ether;;
293714007;Halothane allergy (disorder);3844631000005110;allergi over for halotan;;
293715008;Isoflurane allergy (disorder);3844641000005110;allergi over for isofluran;;
295107003;Medicinal enzyme allergy (disorder);4111531000005110;allergi over for medicinsk enzym;;
295110005;Alteplase allergy (disorder);4019571000005110;allergi over for alteplase;;
295111009;Anistreplase allergy (disorder);4019581000005110;allergi over for anistreplase;;
295112002;Bromelains allergy (disorder);4019591000005110;allergi over for bromelainer;;
295116004;Chymotrypsin allergy (disorder);4019621000005110;allergi over for kymotrypsin;;
293784001;Crisantaspase allergy (disorder);3848481000005110;allergi over for crisantaspase;;
295113007;Deoxyribonuclease allergy (disorder);4019601000005110;allergi over for deoxyribonuclease;;
295114001;Hyaluronidase allergy (disorder);4019611000005110;allergi over for hyaluronidase;;
295108008;Streptokinase allergy (disorder);4019561000005110;allergi over for streptokinase;;
295115000;Streptokinase streptodornase allergy (disorder);4203481000005110;allergi over for streptokinase-streptodornase;;
295109000;Urokinase allergy (disorder);4019661000005110;allergi over for urokinase;;
294727001;Oral hypoglycemic allergy (disorder);4203491000005110;allergi over for hypoglykæmikum til oral anvendelse;;
294742003;Acarbose allergy (disorder);4111591000005110;allergi over for acarbose;;
294739009;Biguanide allergy (disorder);4111561000005110;allergi over for biguanid;;
294740006;Metformin allergy (disorder);4111571000005110;allergi over for metformin;;
294741005;Guar gum allergy (disorder);4111581000005110;allergi over for guargummi;;
294728006;Sulfonylurea allergy (disorder);4111551000005110;allergi over for sulfonylurea;;
294729003;Acetohexamide allergy (disorder);4111601000005110;allergi over for acetohexamid;;
294730008;Chlorpropamide allergy (disorder);4111611000005110;allergi over for chlorpropamid;;
294731007;Glibenclamide allergy (disorder);4111621000005110;allergi over for glibenclamid;;
294732000;Glibornuride allergy (disorder);4111631000005110;allergi over for glibornurid;;
294733005;Gliclazide allergy (disorder);4111641000005110;allergi over for gliclazid;;
294734004;Glipizide allergy (disorder);4111651000005110;allergi over for glipizid;;
294735003;Gliquidone allergy (disorder);4111661000005110;allergi over for gliquidon;;
294736002;Glymidine allergy (disorder);4111671000005110;allergi over for glymidin;;
294737006;Tolazamide allergy (disorder);4111681000005110;allergi over for tolazamid;;
294738001;Tolbutamide allergy (disorder);3955111000005110;allergi over for tolbutamid;;
294312003;Oropharyngeal preparations allergy (disorder);4332401000005110;allergi over for orofaryngale præparater;;
294313008;Artificial saliva allergy (disorder);4111701000005110;allergi over for kunstigt spyt;;
294431008;Chlorhexidine allergy (disorder);3955131000005110;allergi over for chlorhexidin;;
419081001;Pharmaceutical fluid or solution allergy (disorder);3714591000005110;allergi over for farmaceutisk væske eller opløsning;;
294304006;Cardioplegia solution allergy (disorder);4288501000005110;allergi over for kardioplegisk opløsning;;
294299005;Dialysis fluid allergy (disorder);2323461000005110;Allergi over for dialysevæske;;
294301003;Hemodialysis fluid allergy (disorder);4729371000005110;allergi over for hæmodialysevæske;;
294302005;Hemofiltration solution allergy (disorder);4729151000005110;allergi over for hæmofiltreringsvæske;;
294300002;Peritoneal dialysis solution allergy (disorder);4738641000005110;allergi over for peritonealdialysevæske;;
294949002;Electrolyte anion allergy (disorder);4203501000005110;allergi over for væske eller opløsning indeholdende elektrolytanion;;
294298002;Glycine allergy (disorder);3953191000005110;allergi over for glycin;;
294846005;Plasma substitutes allergy (disorder);4288511000005110;allergi over for væske til substitution af plasma;;
294850003;Dextran allergy (disorder);3955141000005110;allergi over for dextran;;
294847001;Gelatin allergy (disorder);3953211000005110;allergi over for gelatine;;
294848006;Hetastarch allergy (disorder);4111891000005110;allergi over for hetastivelse;;
294849003;Pentastarch allergy (disorder);4111901000005110;allergi over for pentastivelse;;
294851004;Perfluorochemical allergy (disorder);4111911000005110;allergi over for perfluorforbindelse;;
294297007;Sodium hyaluronate allergy (disorder);3953181000005110;allergi over for natriumhyaluronat;;
294249006;Prostaglandin allergy (disorder);3955121000005110;allergi over for prostaglandin;;
294250006;A series prostaglandin allergy (disorder);3955151000005110;allergi over for prostaglandin A;;
294252003;E series prostaglandin allergy (disorder);4288481000005110;allergi over for prostaglandin E-serien;;
294255001;Alprostadil allergy (disorder);4124051000005110;allergi over for alprostadil;;
294253008;Dinoprostone allergy (disorder);4111921000005110;allergi over for dinoproston;;
294256000;F series prostaglandin allergy (disorder);3955161000005110;allergi over for prostaglandin F;;
294258004;Carboprost allergy (disorder);4111951000005110;allergi over for carboprost;;
294257009;Dinoprost allergy (disorder);4111941000005110;allergi over for dinoprost;;
294254002;Gemeprost allergy (disorder);4111931000005110;allergi over for gemeprost;;
